review_text,rating,date,bank,source,review_id,cleaned_text,sentiment_label,sentiment_score
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,Commercial Bank of Ethiopia,Google Play Store,e09cd140-b7c6-4789-95f9-6c9af4ecdd64,"the new update is very bugged. cant view the names of account holders i previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",NEGATIVE,0.9997001886367798
"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,Commercial Bank of Ethiopia,Google Play Store,cf460082-aaf9-4a02-a229-4028cdf95a91,"amazing, delightful and seamless mobile banking application, i have ever experienced!! indeed, i feel great proud to be part of your stakeholder! my first choice bank, commercial bank of ethiopia, the pioneer and leading in digital banking services in ethiopia! five stars  are little to you! thank you so much",POSITIVE,0.9997656941413879
3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,3,2025-10-11,Commercial Bank of Ethiopia,Google Play Store,4eedb003-2dca-4470-a9d0-c2b6c3ec41ea,3 stars because i cant see all my transaction history apart from the recents and a refresh button has been removed from the recents activity. the app should allow clients to view all of the transactions not just recents.,NEGATIVE,0.986138641834259
"lately I am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that I was working fine a few day ago and also it says when I enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?",2,2025-10-04,Commercial Bank of Ethiopia,Google Play Store,aea499ca-d250-4cec-89d0-2b04c8caf16c,"lately i am facing a problem with the app ,and the problem is when log in and inter my pin it doesnt work at all and says cant sync why does it say that i was working fine a few day ago and also it says when i enter my pin change your pin to 6 digit pin and it doesnt allow me to change it please solve what is the problem with the app ?",NEGATIVE,0.9992225170135498
"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,2025-10-19,Commercial Bank of Ethiopia,Google Play Store,67398692-d12e-4229-9f88-67f25f1a7336,"the app has a nice design and useful features like balance check and transfers, but its unstable and often fails to connect. it also forces users to turn off developer options, which is unnecessary  other banking apps work fine without that. many people use developer mode for normal reasons. please fix performance issues, remove this restriction, and add biometric login for better security and convenience",NEGATIVE,0.9975019097328186
"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",4,2025-10-10,Commercial Bank of Ethiopia,Google Play Store,9c02c8ba-3634-4363-b888-e60ce895ba7a,"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",NEGATIVE,0.9849931001663208
"I like the application very much because it is user friendly and makes transactions easiest, especially for business matters. But, these few days I faced difficulties of opening it. I tried to uninstall and re install the app, and re verified at the nearest cbe center. But still failed to use all the functions. It says 'none available'. Any suggestions please!",3,2023-06-05,Commercial Bank of Ethiopia,Google Play Store,e6e9c63c-25e0-4df4-bf79-142536d808e9,"i like the application very much because it is user friendly and makes transactions easiest, especially for business matters. but, these few days i faced difficulties of opening it. i tried to uninstall and re install the app, and re verified at the nearest cbe center. but still failed to use all the functions. it says none available. any suggestions please!",NEGATIVE,0.9993305206298828
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03,Commercial Bank of Ethiopia,Google Play Store,398ac276-dd9c-4eb7-8edb-0ce30a96ab22,cbe needs to show transaction fees before the transaction is confirmed and not after. this is a big issue as fees are no longer insignificant.,NEGATIVE,0.9640244245529175
"I have been using this app for almost four years now. In the beginning, it was working fine. Sometime later, it gets difficult to create a connection to my account, and could not manage to make and see transactions on my account. After updating it lately, Jul 2020, I was glad this app came with some user interface improvements, and the connection was quite fast. Not longer than two weeks, the app starts to get stuck, and it cannot even show me the UI properly. As a result, I have a useless app on my cell phone, hoping that [you] will soon come with updates.",2,2020-09-03,Commercial Bank of Ethiopia,Google Play Store,5c93655e-e7c7-4467-887e-703513adfc36,"i have been using this app for almost four years now. in the beginning, it was working fine. sometime later, it gets difficult to create a connection to my account, and could not manage to make and see transactions on my account. after updating it lately, jul 2020, i was glad this app came with some user interface improvements, and the connection was quite fast. not longer than two weeks, the app starts to get stuck, and it cannot even show me the ui properly. as a result, i have a useless app on my cell phone, hoping that you will soon come with updates.",NEGATIVE,0.9996504783630371
"Application UI and new features are better than the previous version. I found a minor bugs though. I couldn't transfer to an account from the beneficiary list, it says None Available; There is still so much to do with the localization; Instead of ሰኔ it says ጁን and more like this; date conversion is missing also. If this minor things are fixed it will be much better.",3,2020-11-05,Commercial Bank of Ethiopia,Google Play Store,1dcb4848-76ec-416d-a554-36a7340f3ee1,"application ui and new features are better than the previous version. i found a minor bugs though. i couldnt transfer to an account from the beneficiary list, it says none available there is still so much to do with the localization instead of ሰኔ it says ጁን and more like this date conversion is missing also. if this minor things are fixed it will be much better.",NEGATIVE,0.9996974468231201
"Most of the time, in the 'Recents' button the app becomes stuck and doesn't show up details of transactions and doesn't even scroll down; should be solved. Second, the app doesn't save the last pop-up screen when a transaction is complete. Third, there is no telebirr transfer to other person option and the app by default lets you to only own telebirr transfer.",4,2022-10-06,Commercial Bank of Ethiopia,Google Play Store,264a79eb-f934-4bf9-ac6b-8246464eedb6,"most of the time, in the recents button the app becomes stuck and doesnt show up details of transactions and doesnt even scroll down should be solved. second, the app doesnt save the last popup screen when a transaction is complete. third, there is no telebirr transfer to other person option and the app by default lets you to only own telebirr transfer.",NEGATIVE,0.9994001388549805
"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,Commercial Bank of Ethiopia,Google Play Store,bed1e8b6-e466-4047-9b5b-d7df6228a4ff,"its very nice simple and convenient app! but i have only one comment on double verifications after the finger prints. even thought its good for makin it more secure, its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",POSITIVE,0.8342355489730835
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,Commercial Bank of Ethiopia,Google Play Store,e5e7f832-6759-4005-9df6-5f8d6b354551,"the app has some issues i updated recently and now i am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update i keep loosing all the important accounts.",NEGATIVE,0.9994633793830872
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,Commercial Bank of Ethiopia,Google Play Store,ee52ec44-d6c1-4ea9-ab62-527d87ecb202,"this app stooped working after i updated it. it says change password and i did, but it doesnt open with the new password. i dont like it.",NEGATIVE,0.998516857624054
"URGENT FIX REQUIRED!!! The app does not work anymore! Account balance is not displayed. Trying to use any service on the app shows error ""None available"". What is the point of an internet/mobile banking app if you cannot carry out banking services from your fingertips? I also don't want to reinstall because CBE activation code can only be recieved in the bank, which sounds very ridiculous. These days, banks send OTP to email, so customers can manage their account anywhere in the world.",1,2023-12-26,Commercial Bank of Ethiopia,Google Play Store,9b341221-1506-43b6-9476-9eab4ef84ff8,"urgent fix required!!! the app does not work anymore! account balance is not displayed. trying to use any service on the app shows error none available. what is the point of an internetmobile banking app if you cannot carry out banking services from your fingertips? i also dont want to reinstall because cbe activation code can only be recieved in the bank, which sounds very ridiculous. these days, banks send otp to email, so customers can manage their account anywhere in the world.",NEGATIVE,0.9996721744537354
"The CBE mobile banking app is a time-saver, but it needs several improvements, like adding fingerprint authentication. It's risky when people see me entering my PIN. Additionally, the fees are unreasonable. You could learn from Tele Birr, which adjusts fees based on the transaction amount. However, the CBEMB app charges a flat 10 birr fee for amounts between 5 and 1000 birr, which I think is unfair.",2,2024-09-04,Commercial Bank of Ethiopia,Google Play Store,8542d4c5-ec4e-4720-9a82-df371badc73d,"the cbe mobile banking app is a timesaver, but it needs several improvements, like adding fingerprint authentication. its risky when people see me entering my pin. additionally, the fees are unreasonable. you could learn from tele birr, which adjusts fees based on the transaction amount. however, the cbemb app charges a flat 10 birr fee for amounts between 5 and 1000 birr, which i think is unfair.",NEGATIVE,0.9989786148071289
"Still needs development on several features.... For example - bank statements available online. The text feature of available balance and debited/credited notifications is very old school and involves too much digital trail. App doesn't always work, could be due to network issues in Ethiopia though. Another major issue is an error message is displayed when transferring from CBE to other banks. Ive almost lost a few thousands doing this once. Always cross check your balances.",1,2024-08-27,Commercial Bank of Ethiopia,Google Play Store,a7721fe5-89e1-42e9-a487-283e7095a6eb,"still needs development on several features.... for example  bank statements available online. the text feature of available balance and debitedcredited notifications is very old school and involves too much digital trail. app doesnt always work, could be due to network issues in ethiopia though. another major issue is an error message is displayed when transferring from cbe to other banks. ive almost lost a few thousands doing this once. always cross check your balances.",NEGATIVE,0.9994823932647705
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,Commercial Bank of Ethiopia,Google Play Store,66ff0693-963b-4cf8-b470-23a46d10398e,"i think it is a good app to use easily. however, i have one more comment the app does not automatically sync or update the balance in real time. please review this issue. for example, when someone transfers money, the receivers app does not sync automatically. it requires the user to manually initiate an update to see the current balance.",NEGATIVE,0.9975894689559937
the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10,Commercial Bank of Ethiopia,Google Play Store,6e59b9f4-f3f4-4481-8cea-cf0e7d58e220,the app constantly glitches and wont stop loading despite having a decent connection and a cleared cache. telebirr is way better,NEGATIVE,0.97337406873703
"With each update the app is getting slower and slower, specially when requesting transaction history. And I wish the logging process could be done easily. When someone changes a phone, it makes it mandatory to consult the branch and that makes it not to be self assisted. Hope you could fix it. Please add an option of transferring to other TeleBirr numbers other than the ""Own telebirr"" option. It id very limiting now a days",4,2023-08-11,Commercial Bank of Ethiopia,Google Play Store,e6c7037c-9169-4360-8805-abf6adf7908c,"with each update the app is getting slower and slower, specially when requesting transaction history. and i wish the logging process could be done easily. when someone changes a phone, it makes it mandatory to consult the branch and that makes it not to be self assisted. hope you could fix it. please add an option of transferring to other telebirr numbers other than the own telebirr option. it id very limiting now a days",NEGATIVE,0.9935081005096436
The upgread is perfect and loved the new system could be accessed from any branch if u face problem in the application. The other thing if possible to add would be to expand the number of transaction be looked for all transaction back to a month period at list this will help review most transactions if there needs any review. The only problem I saw is that once a phone number is attached to another bank account # you need to provide another phone number to get the service. The rest is excellent,4,2020-07-31,Commercial Bank of Ethiopia,Google Play Store,79293336-209d-496f-8805-79557d4704f2,the upgread is perfect and loved the new system could be accessed from any branch if u face problem in the application. the other thing if possible to add would be to expand the number of transaction be looked for all transaction back to a month period at list this will help review most transactions if there needs any review. the only problem i saw is that once a phone number is attached to another bank account  you need to provide another phone number to get the service. the rest is excellent,POSITIVE,0.9893723130226135
"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",1,2025-10-16,Commercial Bank of Ethiopia,Google Play Store,b6b20563-1305-4c44-90f4-a5b726bc9c61,"suddenly the cbe application i was using stopped working and called callcenter, i was told its because it expired and i should vist any branch to fix it. so i went to cbe silassie branch.after filling a form they gave me, i sat down and waited until they finish fixing 2 customers case who arrived before me. but then when it was my turn ppl who came after me with same mobile banking and even atm card cases were finishing up and leaving i had to get back to my work so i left.with no service.why?",NEGATIVE,0.9996800422668457
The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,4,2025-09-18,Commercial Bank of Ethiopia,Google Play Store,fc5dec73-4055-497c-abe9-b3e72a9eb973,the app is user friendly. but i want some amendment or include option of sending money to other tele birr like other cbe birr.,NEGATIVE,0.9966429471969604
This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,1,2025-10-15,Commercial Bank of Ethiopia,Google Play Store,93fb8392-2f3c-437e-aa58-3b0b34a99b01,this app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. i think it is a risk full app,NEGATIVE,0.9981682300567627
it will be more better if the app have the feature receipt verifying from QR CODE SCREENSHOT IMAGES FROM gallery ... currently IT WORKS ONLY FROM DIRECT CAMERA CAPTURING,4,2025-09-23,Commercial Bank of Ethiopia,Google Play Store,4997b3bc-486e-4392-abb9-bea943f100d5,it will be more better if the app have the feature receipt verifying from qr code screenshot images from gallery ... currently it works only from direct camera capturing,NEGATIVE,0.9990800619125366
its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,2025-10-16,Commercial Bank of Ethiopia,Google Play Store,0d6f2b91-6c64-4226-9260-0a13a22ab3bd,its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,POSITIVE,0.9997401833534241
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave 3,3,2025-09-20,Commercial Bank of Ethiopia,Google Play Store,9fe63693-8e5e-4c86-9d29-ff31afd057bf,this app is very useful but sometimes when you want to see specific transactions it didnt work so that way i gave 3,NEGATIVE,0.9968998432159424
It is amazing app but it is more better if it is possible to transfer from account to other telebirr,5,2025-09-22,Commercial Bank of Ethiopia,Google Play Store,50b3ec22-c555-40a9-bc10-7f72fb5a81c2,it is amazing app but it is more better if it is possible to transfer from account to other telebirr,NEGATIVE,0.768788754940033
"I am trying to access this app on my Android phone, but sometimes doesn't work. so kindly try to improve it.",3,2025-10-07,Commercial Bank of Ethiopia,Google Play Store,8b466649-63ed-4f72-b0c0-132add6b6c95,"i am trying to access this app on my android phone, but sometimes doesnt work. so kindly try to improve it.",NEGATIVE,0.9979052543640137
"The most unreliable banking app i ever used, the transactions are stuck halfway and i can't access my money then when you call the call center they ask that you wait 3-5 business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete I'd rate less if i could.",1,2025-06-25,Commercial Bank of Ethiopia,Google Play Store,191335e8-5187-41aa-88a3-db0c23c49beb,"the most unreliable banking app i ever used, the transactions are stuck halfway and i cant access my money then when you call the call center they ask that you wait 35 business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete id rate less if i could.",NEGATIVE,0.9996015429496765
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05,Commercial Bank of Ethiopia,Google Play Store,b6fa2156-34bf-44c3-a426-99521f790a04,"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasnt been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",NEGATIVE,0.9988779425621033
"The app is awesome. But there are many things to highlight.For example, When spending money from the account , a confirmation text message must be sent to the account holder. Also the fact that, the PIN is only four digits is not safe enough for security, if it is more than eight digits and includes numbers and symbols, it will be cool.",3,2023-01-29,Commercial Bank of Ethiopia,Google Play Store,3933ac15-719f-4050-a1a1-33217bebf895,"the app is awesome. but there are many things to highlight.for example, when spending money from the account , a confirmation text message must be sent to the account holder. also the fact that, the pin is only four digits is not safe enough for security, if it is more than eight digits and includes numbers and symbols, it will be cool.",POSITIVE,0.6459227800369263
"The previous version is much better than this one. I used it for more than six years without any problem. But now I'm having a serious trouble with the updated app. I don't know why it takes him forever to refresh and load the home page once you sign in. And if it fails to load, it never recovers. I only see some UI changes. Really disappointed",2,2021-01-01,Commercial Bank of Ethiopia,Google Play Store,1fa93fa3-ddb4-4d48-be83-938b9040120c,"the previous version is much better than this one. i used it for more than six years without any problem. but now im having a serious trouble with the updated app. i dont know why it takes him forever to refresh and load the home page once you sign in. and if it fails to load, it never recovers. i only see some ui changes. really disappointed",NEGATIVE,0.9991255402565002
"In fact, it's a good app to make our daily life easier! However, I have encountered several times issues with this app. 1. It's not always working with network error, even though the network is good on my phone. 2. It happened to me several times that when I transfer money to someone's account, I doubled the transfer! Or in another word, my money sent two times. If I wanted to send 10,000, I found that sent 20,000 because of the APP error. I hope this will be fixed soon.",1,2023-09-04,Commercial Bank of Ethiopia,Google Play Store,a662acd2-c894-4fbe-a5f7-091bf2fd1be0,"in fact, its a good app to make our daily life easier! however, i have encountered several times issues with this app. 1. its not always working with network error, even though the network is good on my phone. 2. it happened to me several times that when i transfer money to someones account, i doubled the transfer! or in another word, my money sent two times. if i wanted to send 10,000, i found that sent 20,000 because of the app error. i hope this will be fixed soon.",NEGATIVE,0.9946329593658447
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,Commercial Bank of Ethiopia,Google Play Store,f0dd744a-9409-4619-9800-7ea501571b09,"everytime you uninstall the app you have to reach them out physically. very oldy! if thats one of security layer, theyd check for fraud attempt via app source directlysource app store, play store ... etc implicitly ! we are in 2025, physical presence for every app install is traditionaltraditionally very rare.",NEGATIVE,0.967627227306366
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,Commercial Bank of Ethiopia,Google Play Store,708d6d27-0ccc-4118-8346-116cf3e7a8ac,doesnt work unless with data doesnt refresh fast other wise functions ok but after the update transferring to telebirr is not working,NEGATIVE,0.9993914365768433
"It's very good in reminding the account numbers you have been used, but Need to show recipient history whenever you want to present it.or it has to have a search on options for a spesfic time you want to look for receipts with out going for account details at bank. if you lost your receipt without downloading it and need to look sometime a while you can't get in simple search on the app.",1,2025-02-15,Commercial Bank of Ethiopia,Google Play Store,c55fa126-6810-4210-9182-d97108bde183,"its very good in reminding the account numbers you have been used, but need to show recipient history whenever you want to present it.or it has to have a search on options for a spesfic time you want to look for receipts with out going for account details at bank. if you lost your receipt without downloading it and need to look sometime a while you cant get in simple search on the app.",NEGATIVE,0.9949551224708557
"Its hard to trust this application coz while transfering money it transfers two times to the same account after only one transfer click and sometimes it says error but it actualy have transfered the money, so i only use it if it is mandatory unless its better to go to the bank, so it still doesn't solve the problem not to go to the bank, i am sure it have some systematic errors",1,2022-03-01,Commercial Bank of Ethiopia,Google Play Store,3a8b9d4b-7f8a-4a46-b151-23c83380bf5c,"its hard to trust this application coz while transfering money it transfers two times to the same account after only one transfer click and sometimes it says error but it actualy have transfered the money, so i only use it if it is mandatory unless its better to go to the bank, so it still doesnt solve the problem not to go to the bank, i am sure it have some systematic errors",NEGATIVE,0.9994009733200073
"It is a very basic app. Banks nowadays offer many services through their app. I suggest you add the abilty to get statements, the ability to freeze the card if stolen or when traveling. The abilty to use the card while traveling. I have noticed that if Ieave Ethiopia it is not possible to pay my bills back home. So in general the app is very helpful and eased the burden of carrying money arroubd in Ethiopia, please improve it further.",4,2023-07-24,Commercial Bank of Ethiopia,Google Play Store,546f92f4-9b13-4445-8e81-3df2be55d78c,"it is a very basic app. banks nowadays offer many services through their app. i suggest you add the abilty to get statements, the ability to freeze the card if stolen or when traveling. the abilty to use the card while traveling. i have noticed that if ieave ethiopia it is not possible to pay my bills back home. so in general the app is very helpful and eased the burden of carrying money arroubd in ethiopia, please improve it further.",POSITIVE,0.9922665953636169
It works very well. I have two issues though 1/ it is not possible to transfer accounts in other Banks. 2/ the exoress money sending function dies not work as neither the recipient nor the sender get the secret number but the money will alrwady be sent. I had to go throgh a very lengthy process to get the money back with the transfer fee already deducted. In the end I lost three days plus the transfer fee for teying to send money fast. Other than these issues it does the rest of the job well.,3,2021-09-15,Commercial Bank of Ethiopia,Google Play Store,7ed7b42c-e976-454d-9651-5be2cc9f4fb6,it works very well. i have two issues though 1 it is not possible to transfer accounts in other banks. 2 the exoress money sending function dies not work as neither the recipient nor the sender get the secret number but the money will alrwady be sent. i had to go throgh a very lengthy process to get the money back with the transfer fee already deducted. in the end i lost three days plus the transfer fee for teying to send money fast. other than these issues it does the rest of the job well.,NEGATIVE,0.9824619889259338
"Currently the app is not working becuase I think they forgot to update it. It always shows'sync failed''. And there is no customer service online. People living abroad are having problems. It is a big shame. It is very annoying and not user friendly, People are using CBE just becuase salary is transferd there. The app is a total failur.",1,2022-02-06,Commercial Bank of Ethiopia,Google Play Store,8b89f96f-0ff7-4617-bf74-964ceaa72bb6,"currently the app is not working becuase i think they forgot to update it. it always showssync failed. and there is no customer service online. people living abroad are having problems. it is a big shame. it is very annoying and not user friendly, people are using cbe just becuase salary is transferd there. the app is a total failur.",NEGATIVE,0.9997221827507019
"I have been using this app for more than a year it came with best version, but now after the last update it's not working well as before. It can't sync, the connection is not working at all. I can't see recent transactions and make any transfer , all the features are not working, I hope you will come with a better update soon.",2,2020-09-12,Commercial Bank of Ethiopia,Google Play Store,96904a6f-8f61-46b1-b5f3-c9292747a7d0,"i have been using this app for more than a year it came with best version, but now after the last update its not working well as before. it cant sync, the connection is not working at all. i cant see recent transactions and make any transfer , all the features are not working, i hope you will come with a better update soon.",NEGATIVE,0.9995660185813904
